PLD (Å),LCD (Å),Sacc (m2/g-1),Porosity,KH2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,H2-10 bar (mol/kg)
6.35818,7.92423,1656.57996,0.5615,4.83E-07,60.86956522,36.23188406,2.898550725,0,0,0,0,0.466643012
10.68167,10.96432,1511.71997,0.57293,3.93E-07,59.67741935,37.09677419,3.225806452,0,0,0,0,0.38271951
15.01901,15.36462,1370.67004,0.63163,3.72E-07,46.80851064,29.78723404,8.510638298,14.89361702,0,0,0,0.360519294
10.87314,11.08394,1434.5,0.58534,3.01E-07,46.15384615,30.76923077,7.692307692,15.38461538,0,0,0,0.296424069
9.36276,9.5498,1083.91003,0.55544,2.32E-07,45.61403509,31.57894737,7.01754386,15.78947368,0,0,0,0.226183559
20.79723,20.87871,2019.81995,0.73136,5.85E-07,44.44444444,33.33333333,11.11111111,11.11111111,0,0,0,0.568227525
37.64921,37.79444,1961.19995,0.80039,9.07E-07,55.55555556,29.62962963,11.11111111,0,0,0,3.703703704,0.899077209
32.72291,32.88902,1988.04004,0.79613,8.97E-07,55.55555556,29.62962963,11.11111111,0,0,0,3.703703704,0.877212131
12.49469,13.01607,1848.29004,0.72163,7.63E-07,58.62068966,32.75862069,6.896551724,0,0,0,1.724137931,0.748761784
23.92353,23.98748,2253.72998,0.77444,7.98E-07,48.35164835,43.95604396,3.296703297,4.395604396,0,0,0,0.782752053
24.16592,24.39034,2073.47998,0.75227,7.43E-07,61.97183099,32.3943662,2.816901408,0,0,2.816901408,0,0.723447615
22.52345,22.77184,2148.40991,0.76138,7.16E-07,46.66666667,33.33333333,13.33333333,6.666666667,0,0,0,0.6901994
20.0021,20.11564,1843.81995,0.70976,5.15E-07,47.05882353,29.41176471,11.76470588,11.76470588,0,0,0,0.496249668
25.56394,25.78697,2243.66992,0.77454,7.78E-07,50,33.33333333,11.11111111,5.555555556,0,0,0,0.76437721
26.02507,26.28968,1659.91003,0.72143,5.37E-07,53.33333333,33.33333333,3.333333333,10,0,0,0,0.526978532
27.26802,27.46906,1619.02002,0.73228,5.74E-07,56,28,8,8,0,0,0,0.567739923
15.49643,15.73976,1926.16003,0.67929,5.13E-07,59.25925926,34.56790123,6.172839506,0,0,0,0,0.505105089
17.06748,17.40258,2269.6499,0.71455,6.11E-07,59.30232558,36.04651163,4.651162791,0,0,0,0,0.60111332
17.1273,17.47282,2282.77002,0.71842,6.25E-07,58.82352941,35.29411765,5.882352941,0,0,0,0,0.615518638
10.12306,10.61541,1397.07996,0.60695,3.58E-07,35,30,20,10,0,0,5,0.348678737
9.70807,10.21691,1389.29004,0.60291,3.60E-07,35,30,20,10,0,0,5,0.349179221
9.25989,9.75793,3492.44995,0.75428,7.85E-07,50,31.25,12.5,6.25,0,0,0,0.772745174
9.00103,9.25449,678.93103,0.45367,2.20E-07,56.4516129,38.70967742,4.838709677,0,0,0,0,0.213309991
26.77783,26.99303,2093.42993,0.77582,8.39E-07,56.81818182,34.09090909,4.545454545,4.545454545,0,0,0,0.827262638
25.42451,25.69576,2272.5,0.78305,8.57E-07,54.16666667,37.5,4.166666667,4.166666667,0,0,0,0.83973799
28.27496,28.44212,2799.23999,0.80966,1.01E-06,52,40,4,4,0,0,0,1.00386419
30.3537,30.63543,2702.68994,0.8235,1.06E-06,53.19148936,34.04255319,4.255319149,8.510638298,0,0,0,1.05328072
30.17194,30.47431,3025.22998,0.82436,1.12E-06,52,36,4,8,0,0,0,1.108217199
22.93412,23.02418,2131.51001,0.74338,7.25E-07,58.33333333,37.03703704,3.703703704,0,0,0,0.925925926,0.696339787
21.10335,21.20275,2096.62988,0.72781,7.02E-07,57,37,5,0,0,0,1,0.683051855
15.55503,15.9039,2381.20996,0.71194,6.29E-07,61.9047619,33.33333333,4.761904762,0,0,0,0,0.612930942
27.65412,27.86288,2637.07007,0.79377,9.27E-07,58.82352941,35.29411765,5.882352941,0,0,0,0,0.911201982
14.63894,15.33211,2899.5,0.74551,7.40E-07,50,40,6,4,0,0,0,0.726894778
11.40467,11.66311,2490.03003,0.68368,6.19E-07,60.34482759,36.20689655,3.448275862,0,0,0,0,0.598655181
24.47044,24.62161,2125.6001,0.76666,7.82E-07,56.4516129,32.25806452,6.451612903,0,0,0,4.838709677,0.766691745
14.03916,16.05126,8064.62988,0.89025,2.13E-06,58.86524823,38.29787234,2.836879433,0,0,0,0,2.108576307
27.89627,34.39746,7757.62988,0.9069,2.45E-06,57.63546798,38.42364532,3.9408867,0,0,0,0,2.393315899
16.48321,16.75539,1684.80005,0.68082,5.29E-07,57.5,32.5,7.5,0,0,0,2.5,0.515884816
8.5356,8.91263,2511.5,0.65365,6.01E-07,57.5,32.5,7.5,0,0,0,2.5,0.574963746
4.2386,4.91739,376.729,0.4249,3.19E-07,57.37704918,36.06557377,4.918032787,0,0,0,1.639344262,0.291091737
29.69003,29.90756,2340.95996,0.81301,1.03E-06,55.35714286,37.5,5.357142857,0,0,0,1.785714286,1.016906288
18.24159,18.48524,3026.25,0.781,9.39E-07,55.35714286,37.5,5.357142857,0,0,0,1.785714286,0.926149959
22.69681,23.67795,3259.84009,0.81123,1.08E-06,59.13043478,34.7826087,6.086956522,0,0,0,0,1.058228515
22.23299,22.34714,2263.59009,0.75411,7.54E-07,57.53424658,36.98630137,2.739726027,2.739726027,0,0,0,0.737978535
11.69019,12.14977,1704.72998,0.62728,4.80E-07,57.89473684,36.84210526,5.263157895,0,0,0,0,0.470030676
11.3117,11.78632,1787.80005,0.63188,4.97E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.48064997
43.29571,43.44196,2109.20996,0.81482,9.74E-07,53,39,3,5,0,0,0,0.942585977
20.35799,20.61678,1152.32996,0.69006,5.07E-07,57.89473684,21.05263158,5.263157895,15.78947368,0,0,0,0.493276287
28.48038,28.57676,2050.8999,0.77809,8.08E-07,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.792255774
11.50055,11.87706,1470.43994,0.6398,3.78E-07,38.88888889,27.77777778,16.66666667,11.11111111,0,0,5.555555556,0.371726185
4.4491,5.22249,601.32397,0.45413,2.81E-07,44.44444444,22.22222222,22.22222222,11.11111111,0,0,0,0.262193802
26.60445,26.66742,2078.79004,0.76779,7.52E-07,54.41860465,31.62790698,5.581395349,8.372093023,0,0,0,0.747015098
27.05532,27.26766,2088.1499,0.77652,7.78E-07,54.28571429,31.42857143,5.714285714,5.714285714,0,0,2.857142857,0.763900065
16.74434,21.51114,7244.31982,0.90142,2.34E-06,59.375,36.25,3.75,0,0,0.625,0,2.241152362
13.03779,14.98704,6286.08984,0.83674,1.46E-06,60.12658228,35.44303797,3.797468354,0,0,0.632911392,0,1.394743765
16.54636,16.80463,2305.36011,0.69145,5.85E-07,57.5,37.5,4.166666667,0,0,0.833333333,0,0.57336124
35.85504,35.95505,2250.83008,0.80889,9.90E-07,53.57142857,39.28571429,7.142857143,0,0,0,0,0.97723744
27.42737,27.63614,2079.63989,0.77593,8.31E-07,57.14285714,38.0952381,4.761904762,0,0,0,0,0.822162943
27.39453,27.57236,1914.51001,0.76531,7.33E-07,40.90909091,40.90909091,13.63636364,0,0,0,4.545454545,0.724400452
5.85301,9.46697,1123.58997,0.61968,4.84E-07,58.44748858,34.24657534,7.305936073,0,0,0,0,0.460121227
12.82113,13.87911,3154.69995,0.7316,9.84E-07,57.65765766,35.13513514,7.207207207,0,0,0,0,0.930130192
38.25122,38.37077,2315.63989,0.82731,1.15E-06,56.47058824,38.82352941,4.705882353,0,0,0,0,1.129470604
40.05397,40.18986,2913.05005,0.85413,1.37E-06,56.47058824,38.82352941,4.705882353,0,0,0,0,1.346357894
40.49125,40.63627,2248.33008,0.83969,1.21E-06,57.14285714,34.92063492,6.349206349,0,0,0,1.587301587,1.18931558
32.95003,33.11881,2097.63989,0.81076,9.46E-07,58.33333333,27.08333333,8.333333333,2.083333333,0,0,4.166666667,0.930682985
32.40184,32.56585,2040.53003,0.80742,9.26E-07,57.14285714,28.57142857,8.163265306,0,0,0,6.12244898,0.908718943
11.71726,11.96939,1250.32996,0.54549,3.14E-07,46.66666667,26.66666667,6.666666667,20,0,0,0,0.304937778
20.04052,20.29809,1496.65002,0.67774,4.81E-07,50,30,5,15,0,0,0,0.465754566
14.52619,19.28766,7018.02002,0.88797,2.02E-06,60.97560976,36.58536585,2.43902439,0,0,0,0,1.938017888
25.34985,25.57033,2276.40991,0.77036,8.56E-07,58.46153846,35.38461538,6.153846154,0,0,0,0,0.842485677
25.92552,26.11232,2248.01001,0.77726,8.64E-07,57.14285714,33.33333333,9.523809524,0,0,0,0,0.846254005
25.51031,25.70707,2267.11011,0.77994,8.67E-07,55.73770492,31.14754098,13.1147541,0,0,0,0,0.845986907
25.49052,25.94504,2562.69995,0.76258,8.72E-07,53.84615385,35.8974359,5.128205128,5.128205128,0,0,0,0.858628759
15.05146,15.4246,1651.27002,0.66553,5.04E-07,59.09090909,31.81818182,4.545454545,0,0,0,4.545454545,0.489029206
15.01736,15.36915,1569.68994,0.65815,4.79E-07,57.14285714,28.57142857,9.523809524,0,0,0,4.761904762,0.470509656
18.37018,18.72336,2216.44995,0.73048,6.57E-07,58.62068966,37.93103448,3.448275862,0,0,0,0,0.641110742
23.68767,24.06511,2796.41992,0.75642,7.51E-07,41.73913043,46.95652174,6.086956522,5.217391304,0,0,0,0.73216263
9.2616,10.06294,5030.20996,0.76342,1.03E-06,41.73913043,46.95652174,6.086956522,5.217391304,0,0,0,1.007609993
9.93799,10.66915,2072.16992,0.65272,5.11E-07,58.82352941,38.23529412,2.941176471,0,0,0,0,0.496914518
16.60136,16.94778,946.64203,0.5887,2.83E-07,45.83333333,37.5,8.333333333,4.166666667,0,0,4.166666667,0.278816201
10.53452,10.95645,670.05298,0.43854,2.04E-07,42.10526316,36.84210526,10.52631579,5.263157895,0,0,5.263157895,0.199698858
10.05363,10.4747,692.37799,0.49813,1.76E-07,46.66666667,26.66666667,13.33333333,6.666666667,0,0,6.666666667,0.171507019
18.78959,19.10488,1861.69995,0.69927,6.15E-07,56.66666667,36.66666667,3.333333333,3.333333333,0,0,0,0.601537567
21.8622,22.11563,1903.77002,0.72242,6.04E-07,53.46534653,34.65346535,5.940594059,5.940594059,0,0,0,0.58519729
17.35259,17.70659,2068.88989,0.71928,6.38E-07,53.57142857,32.14285714,10.71428571,3.571428571,0,0,0,0.624735796
18.02492,18.38126,2274.94995,0.72772,6.61E-07,55.17241379,34.48275862,6.896551724,3.448275862,0,0,0,0.644447305
16.19597,16.42758,2003.19995,0.69917,5.89E-07,51.02040816,40.81632653,6.12244898,2.040816327,0,0,0,0.57666224
15.6356,15.70328,3123.83008,0.76163,9.11E-07,58.7628866,37.11340206,4.12371134,0,0,0,0,0.897505017
17.06286,17.13055,3002.66992,0.76289,9.32E-07,60.3960396,35.64356436,3.96039604,0,0,0,0,0.913787436
23.18421,23.50187,2879.82007,0.76197,8.43E-07,43.18181818,47.72727273,4.545454545,4.545454545,0,0,0,0.824821506
8.36252,9.4754,1377.18994,0.59521,2.91E-07,42.1686747,48.19277108,4.819277108,4.819277108,0,0,0,0.284715877
11.28233,11.40145,1510,0.61301,4.13E-07,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.402626446
7.86428,8.63856,1099.87,0.52752,3.04E-07,60,30,10,0,0,0,0,0.293966997
8.80691,9.09785,1046.37,0.51942,2.94E-07,60,30,10,0,0,0,0,0.285313229
26.85643,27.08883,2081.56006,0.746,7.00E-07,55.55555556,37.03703704,3.703703704,3.703703704,0,0,0,0.687212795
10.56277,11.10127,2677.6499,0.73607,7.93E-07,55.55555556,37.03703704,3.703703704,3.703703704,0,0,0,0.774121078
10.58604,10.99,1131.70996,0.57314,3.85E-07,55,35,5,5,0,0,0,0.37554011
6.9364,7.49061,3054.92993,0.71411,7.55E-07,56.16438356,38.35616438,5.479452055,0,0,0,0,0.717448327
8.34107,9.83292,3156.69995,0.73556,7.71E-07,54.63917526,37.11340206,8.24742268,0,0,0,0,0.751175672
16.38824,16.86857,2838.67993,0.79035,8.63E-07,53.27102804,36.44859813,10.28037383,0,0,0,0,0.828966297
57.58626,58.80016,8156.41016,0.97206,7.98E-06,58.06451613,36.29032258,5.64516129,0,0,0,0,7.669484775
29.36979,34.83073,8619.84961,0.94749,4.45E-06,58.06451613,36.29032258,5.64516129,0,0,0,0,4.270621846
34.78989,60.93818,7906.22021,0.96902,6.72E-06,58.06451613,36.29032258,5.64516129,0,0,0,0,6.626665286
9.13077,11.80918,4089.71997,0.77168,9.96E-07,52.94117647,29.41176471,5.882352941,11.76470588,0,0,0,0.950231659
32.27984,32.46104,2191.84009,0.80407,8.92E-07,46.42857143,35.71428571,10.71428571,7.142857143,0,0,0,0.877749745
33.17428,33.3412,2274.66992,0.80837,8.85E-07,46.42857143,35.71428571,10.71428571,7.142857143,0,0,0,0.87626684
17.72866,18.66838,3677.48999,0.80085,1.04E-06,53.93258427,40.4494382,2.247191011,3.370786517,0,0,0,0.991878691
19.03146,19.7827,3892.15991,0.80803,1.12E-06,56.84210526,37.89473684,2.105263158,3.157894737,0,0,0,1.074584775
19.86472,20.47648,4051.79004,0.81283,1.14E-06,54.54545455,40.4040404,2.02020202,3.03030303,0,0,0,1.101081974
22.77883,23.16767,3095.12988,0.79848,9.67E-07,58.42696629,34.83146067,6.741573034,0,0,0,0,0.940811247
9.29724,10.97963,3933.12988,0.73441,8.80E-07,58.42696629,34.83146067,6.741573034,0,0,0,0,0.833416328
45.33846,45.47565,2652.12012,0.86012,1.47E-06,60.71428571,35.71428571,3.571428571,0,0,0,0,1.441006026
40.78327,40.84634,2398.06006,0.84739,1.29E-06,60.71428571,35.71428571,3.571428571,0,0,0,0,1.274079155
10.50986,10.80615,1401.69995,0.61478,3.90E-07,40.6779661,43.05084746,12.20338983,4.06779661,0,0,0,0.375317254
10.19245,10.60356,1346.35999,0.60855,3.81E-07,40.6779661,43.05084746,12.20338983,4.06779661,0,0,0,0.375178529
20.62617,21.12233,1963.35999,0.70613,5.20E-07,36.66666667,52.66666667,8.666666667,2,0,0,0,0.507730783
37.54258,37.69443,2213.37988,0.82821,1.08E-06,53.7037037,35.18518519,9.259259259,1.851851852,0,0,0,1.052773756
32.26922,32.57332,2497.97998,0.81728,9.85E-07,46.25,41.25,6.25,3.75,0,2.5,0,0.961408975
10.56941,10.70762,1045.60999,0.53821,2.75E-07,64,32,4,0,0,0,0,0.268998882
26.01336,26.78069,2838.29004,0.76721,8.43E-07,59.25925926,37.03703704,3.703703704,0,0,0,0,0.827199125
19.62687,20.35424,2681.82007,0.74681,7.52E-07,59.25925926,37.03703704,3.703703704,0,0,0,0,0.730946373
65.10009,65.36509,2558.08008,0.88679,1.80E-06,56.52173913,36.95652174,4.347826087,2.173913043,0,0,0,1.721914812
63.83183,63.92987,2542.70996,0.88877,1.82E-06,56.52173913,36.95652174,4.347826087,2.173913043,0,0,0,1.755645195
69.08951,69.17604,2700.75,0.89471,1.97E-06,59.52380952,35.71428571,4.761904762,0,0,0,0,1.903314672
88.77878,88.87488,2760.83008,0.916,2.47E-06,58.62068966,36.20689655,3.448275862,1.724137931,0,0,0,2.404600214
86.85432,86.92666,2751.20996,0.91713,2.48E-06,58.62068966,36.20689655,3.448275862,1.724137931,0,0,0,2.424723275
65.28462,65.52875,2578.82007,0.88654,1.82E-06,58.69565217,36.95652174,2.173913043,2.173913043,0,0,0,1.749683011
92.9226,92.98737,2903.51001,0.92073,2.66E-06,61.11111111,35.18518519,3.703703704,0,0,0,0,2.617130204
69.64576,70.01071,2561.75,0.89235,1.91E-06,55.55555556,38.88888889,3.703703704,1.851851852,0,0,0,1.841123419
88.84774,88.91705,2775.45996,0.9169,2.50E-06,58.62068966,36.20689655,3.448275862,1.724137931,0,0,0,2.435677893
89.0841,89.16157,2778.88989,0.91499,2.50E-06,60.34482759,36.20689655,1.724137931,1.724137931,0,0,0,2.441147619
13.76993,16.2108,5651.83008,0.82265,1.33E-06,56.14035088,36.84210526,7.01754386,0,0,0,0,1.311920487
15.30643,17.54754,6732.52002,0.86576,1.77E-06,57.14285714,37.66233766,5.194805195,0,0,0,0,1.7386223
17.70921,19.75736,7493.0498,0.88875,2.12E-06,58.7628866,37.11340206,4.12371134,0,0,0,0,2.082015032
16.3146,23.24623,6384.47021,0.87744,1.94E-06,58.49056604,35.8490566,5.660377358,0,0,0,0,1.916275027
18.36098,21.19521,6093.62988,0.87605,1.88E-06,55.46218487,39.49579832,5.042016807,0,0,0,0,1.851108396
9.93538,10.43765,1682.91003,0.60786,4.23E-07,59.45945946,37.83783784,2.702702703,0,0,0,0,0.405857765
5.33568,5.92694,1036.59998,0.48439,3.20E-07,57.53424658,36.98630137,5.479452055,0,0,0,0,0.308133279
4.1344,4.76049,363.39801,0.52641,3.05E-07,57.69230769,34.61538462,7.692307692,0,0,0,0,0.291460116
12.08621,12.31612,1722.68005,0.63604,4.98E-07,57.89473684,36.84210526,5.263157895,0,0,0,0,0.489006806
12.21968,12.33694,1727.53003,0.6379,4.95E-07,57.89473684,36.84210526,5.263157895,0,0,0,0,0.483056577
4.66098,6.39371,2551.73999,0.63701,7.00E-07,57.89473684,36.84210526,5.263157895,0,0,0,0,0.674752549
19.99471,20.24847,1632.98999,0.68607,4.99E-07,57.89473684,21.05263158,5.263157895,15.78947368,0,0,0,0.478796339
21.51388,21.90868,2476.44995,0.72142,7.02E-07,50,40,6,4,0,0,0,0.68297243
13.1102,13.51566,2042.12,0.66938,5.27E-07,54.54545455,38.18181818,3.636363636,3.636363636,0,0,0,0.516236033
21.04849,21.23902,2700.1499,0.77069,7.78E-07,49.25373134,40.29850746,5.970149254,4.47761194,0,0,0,0.74651599
29.50029,29.68969,2195.84009,0.78596,9.29E-07,57.14285714,38.0952381,4.761904762,0,0,0,0,0.921947765
27.72213,28.10356,2937.47998,0.77565,8.51E-07,54.76190476,38.0952381,7.142857143,0,0,0,0,0.842967457
29.1248,29.33919,2293.40991,0.79932,8.96E-07,55,35,10,0,0,0,0,0.878058246
12.86044,13.69014,4285.06982,0.78499,1.08E-06,56.75675676,37.83783784,5.405405405,0,0,0,0,1.056696849
5.81507,6.35033,3915.53003,0.67741,7.49E-07,54.54545455,38.18181818,7.272727273,0,0,0,0,0.700485664
28.77403,28.98866,2311.55005,0.79112,8.95E-07,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0,0.876934072
29.77135,29.99506,2555.88989,0.80675,9.06E-07,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.890679304
15.53693,15.91898,1996.31995,0.69263,5.68E-07,57.14285714,34.69387755,4.081632653,4.081632653,0,0,0,0.556656559
31.94155,32.1722,2588.62988,0.82243,9.84E-07,57.14285714,28.57142857,4.761904762,0,0,9.523809524,0,0.976563861
30.53863,30.76032,2326.84009,0.81345,8.52E-07,55,25,10,0,0,10,0,0.842780517
15.92886,16.3193,1886.89001,0.7078,5.48E-07,59.57446809,27.65957447,4.255319149,0,0,8.510638298,0,0.538375636
37.78296,37.89248,2475.59009,0.82756,1.17E-06,57.69230769,38.46153846,3.846153846,0,0,0,0,1.147522136
32.85536,33.31782,3666.70996,0.83183,1.24E-06,55.76923077,38.46153846,5.769230769,0,0,0,0,1.208144768
37.17702,37.36773,2688.04004,0.84274,1.20E-06,56,36,8,0,0,0,0,1.17968833
8.4033,8.62351,2008.46997,0.62968,4.68E-07,53.42465753,38.35616438,8.219178082,0,0,0,0,0.459370631
10.3404,10.57561,1502.47998,0.58264,4.26E-07,59.03614458,36.14457831,4.819277108,0,0,0,0,0.417207825
15.52839,15.91671,2208.70996,0.71002,6.02E-07,54.54545455,36.36363636,9.090909091,0,0,0,0,0.592124052
25.18389,25.43249,2673.92993,0.77869,8.49E-07,56.25,37.5,6.25,0,0,0,0,0.822461337
10.8741,11.69022,2506.04004,0.69301,5.39E-07,55.10204082,36.73469388,8.163265306,0,0,0,0,0.531777019
9.85905,10.36256,1887.66003,0.63054,4.39E-07,50,33.33333333,16.66666667,0,0,0,0,0.430264668
12.85827,13.32286,2523.90991,0.70995,6.40E-07,56.19047619,36.19047619,7.619047619,0,0,0,0,0.617815832
18.27934,18.58148,1961.68005,0.71377,5.88E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.573919186
17.06829,17.19806,1829.93005,0.68602,6.04E-07,58.44748858,35.15981735,6.392694064,0,0,0,0,0.585363943
36.48456,36.62827,2421.51001,0.82406,1.09E-06,56,36,8,0,0,0,0,1.068597954
16.3545,16.78595,2245.15991,0.71838,6.42E-07,55.26315789,35.52631579,9.210526316,0,0,0,0,0.627454974
22.80756,23.05578,2206.77002,0.75785,7.19E-07,53.33333333,33.33333333,13.33333333,0,0,0,0,0.698942062
17.52783,17.95706,2206.07007,0.72587,7.02E-07,55.26315789,35.52631579,9.210526316,0,0,0,0,0.689855927
16.23343,16.34591,1972.02002,0.65955,5.62E-07,59.33014354,36.84210526,3.827751196,0,0,0,0,0.547786342
15.30081,15.88117,2338.1499,0.71777,6.95E-07,54.92957746,38.02816901,7.042253521,0,0,0,0,0.683621367
11.95199,12.39965,1657.10999,0.633,4.31E-07,55,35,5,5,0,0,0,0.423627855
14.55538,14.96674,1830.27002,0.64517,4.35E-07,46.66666667,40,6.666666667,6.666666667,0,0,0,0.427680777
11.04699,11.51339,1482.54004,0.61753,4.07E-07,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.396792744
16.38902,16.70831,1768.05005,0.67885,5.19E-07,50,33.33333333,8.333333333,8.333333333,0,0,0,0.51157614
23.80875,24.04419,1961.95996,0.74648,7.04E-07,52.94117647,35.29411765,5.882352941,5.882352941,0,0,0,0.68062765
9.30235,9.70987,1078.06006,0.54228,3.78E-07,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,0.364456253
13.98106,14.42788,1794.37,0.64235,4.31E-07,46.66666667,40,6.666666667,6.666666667,0,0,0,0.421042942
12.82785,12.97573,2639.15991,0.71073,7.05E-07,57.14285714,38.0952381,4.761904762,0,0,0,0,0.696760414
15.09757,15.13734,2032.84998,0.66488,5.04E-07,55,35,10,0,0,0,0,0.49747662
12.96272,13.11094,2656.30005,0.71898,7.01E-07,51.2195122,36.58536585,12.19512195,0,0,0,0,0.687782063
4.6361,5.26594,249.146,0.38868,1.36E-07,53.65853659,36.58536585,9.756097561,0,0,0,0,0.128901478
12.5052,12.90815,3955.8501,0.75043,9.54E-07,53.84615385,33.33333333,12.82051282,0,0,0,0,0.927559871
8.45095,8.99807,582.38898,0.4565,1.94E-07,58.69565217,34.7826087,6.52173913,0,0,0,0,0.188745669
10.09825,10.71078,2194.38989,0.67296,5.43E-07,53.33333333,37.77777778,4.444444444,4.444444444,0,0,0,0.529908782
11.67428,11.91309,1432.08997,0.59885,3.76E-07,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.371462357
27.35824,27.67435,2383.44995,0.7533,8.72E-07,53.84615385,35.8974359,5.128205128,5.128205128,0,0,0,0.849623399
18.34351,18.44285,2491.8501,0.75882,8.54E-07,57.14285714,34.69387755,4.081632653,4.081632653,0,0,0,0.83201754
20.91812,21.18252,1611.79004,0.65205,4.74E-07,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0,0.463508678
20.22806,20.35736,2203.90991,0.73825,7.21E-07,57.62711864,35.59322034,3.389830508,3.389830508,0,0,0,0.707903693
20.27166,20.57048,3390.95996,0.81716,1.22E-06,59.57446809,31.91489362,4.255319149,4.255319149,0,0,0,1.199074405
10.81243,11.13112,2232.8999,0.66604,5.15E-07,57.14285714,38.0952381,4.761904762,0,0,0,0,0.503371655
11.16511,11.60275,1564.40002,0.608,4.05E-07,55.55555556,33.33333333,11.11111111,0,0,0,0,0.397827333
25.61195,25.94027,2618.06006,0.76404,8.91E-07,56.75675676,37.83783784,5.405405405,0,0,0,0,0.86938726
21.72425,21.99674,1850.16003,0.67096,5.12E-07,57.14285714,37.14285714,5.714285714,0,0,0,0,0.50698298
20.07457,20.23291,2399.48999,0.74721,7.44E-07,59.64912281,36.84210526,3.50877193,0,0,0,0,0.728654131
20.16872,20.54683,3721.8501,0.82627,1.42E-06,59.57446809,36.17021277,4.255319149,0,0,0,0,1.386318994
20.40989,20.68854,2059.23999,0.73342,7.12E-07,57.14285714,28.57142857,7.142857143,7.142857143,0,0,0,0.683969063
16.27366,22.3647,6949.5,0.86976,1.80E-06,59.63302752,36.69724771,3.669724771,0,0,0,0,1.764666929
20.90022,25.40356,6684.52002,0.8816,1.95E-06,59.68992248,37.20930233,3.100775194,0,0,0,0,1.902184096
13.56517,13.92338,2207.56006,0.71518,6.61E-07,56.12244898,32.65306122,6.12244898,1.020408163,0,0,4.081632653,0.637349902
6.30676,7.93723,2449.46997,0.64283,5.90E-07,56.12244898,32.65306122,6.12244898,1.020408163,0,0,4.081632653,0.555377726
36.72204,36.88161,2232.3999,0.76296,8.20E-07,61.01694915,35.59322034,3.389830508,0,0,0,0,0.784408115
27.79588,27.99377,1902.71997,0.76861,7.44E-07,57.89473684,26.31578947,10.52631579,5.263157895,0,0,0,0.734901718
27.48123,27.73623,2402.40991,0.7838,8.68E-07,52,40,4,4,0,0,0,0.858967873
25.7257,26.05475,1996.68005,0.72011,6.80E-07,56.81818182,27.27272727,6.818181818,9.090909091,0,0,0,0.670611595
12.82315,13.24089,1950,0.63854,4.28E-07,57.62711864,35.59322034,3.389830508,3.389830508,0,0,0,0.416934567
14.28146,14.41124,1731.64001,0.65449,4.93E-07,64.1509434,28.30188679,3.773584906,3.773584906,0,0,0,0.481415218
26.60232,26.75592,1741.68005,0.73021,6.62E-07,60,32,4,4,0,0,0,0.651947768
28.45137,28.6383,2297.08008,0.78567,8.49E-07,52.17391304,39.13043478,8.695652174,0,0,0,0,0.842030689
26.46686,26.60218,2293.70996,0.76881,7.56E-07,50,37.5,8.333333333,4.166666667,0,0,0,0.748381413
28.496,28.72074,2365.23999,0.7871,9.34E-07,54.16666667,41.66666667,4.166666667,0,0,0,0,0.921356411
11.27749,11.80096,2309.34009,0.70617,5.89E-07,52,40,4,4,0,0,0,0.57750857
11.7173,12.12669,1795.95996,0.61978,4.79E-07,58.33333333,38.88888889,2.777777778,0,0,0,0,0.459213712
9.5463,10.04018,1395.33997,0.57108,3.64E-07,57.69230769,38.46153846,3.846153846,0,0,0,0,0.353270605
10.64072,10.81544,592.99597,0.51169,1.85E-07,54.16666667,25,4.166666667,16.66666667,0,0,0,0.181729005
5.32018,5.76816,97.2759,0.41908,8.34E-08,53.57142857,28.57142857,3.571428571,14.28571429,0,0,0,0.082298301
23.13422,23.19929,1911.05005,0.75684,6.79E-07,43.75,31.25,12.5,6.25,0,0,6.25,0.645084073
31.68303,31.88818,2126.5,0.80799,9.07E-07,47.61904762,33.33333333,9.523809524,4.761904762,0,0,4.761904762,0.89254358
7.35721,13.96326,7272.72998,0.82771,1.37E-06,58.62068966,35.86206897,2.75862069,2.75862069,0,0,0,1.295957913
6.19033,13.14969,6435.49023,0.80514,1.22E-06,58.62068966,35.86206897,2.75862069,2.75862069,0,0,0,1.155387239
13.7004,13.87013,1956.37,0.65978,5.09E-07,59.83263598,36.82008368,3.347280335,0,0,0,0,0.499746295
16.7608,17.06886,1622.94995,0.68023,5.21E-07,54.16666667,29.16666667,12.5,0,0,0,4.166666667,0.512989705
16.08173,16.39922,1702.57996,0.6732,5.46E-07,56,32,8,0,0,0,4,0.539249566
13.35914,13.87825,1877.69995,0.67548,5.22E-07,53.73134328,31.34328358,10.44776119,0,0,0,4.47761194,0.512499915
18.16138,18.57656,1381.45996,0.65487,4.13E-07,55.38461538,29.23076923,6.153846154,9.230769231,0,0,0,0.405962899
